entity_id,type,area,claim_type,claim_text,verifiable,verified,source
don-ca-tai-tu-nam-bo,experience,vinh-long,named_fact,"huyện Vũng Liêm dẫn đầu với 189 CLB và khoảng 1.227 nghệ nhân."", ""Kho bài bản gồm 20 bài bản tổ chia 4 nhóm: 6 bản Bắc (xuân), 7 bản Nam (hạ), 3 bản Thu, 4 bản Oán (đông) — phản ánh triết lý tứ thời."", ""Vĩnh Long sản sinh 3 nghệ nhân tiên phong: Trần Quang ...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dantoc.vietnamtourism.gov.vn/vinh-long-suc-song-moi-cua-nghe-thuat-don-ca-tai-tu/
don-ca-tai-tu-nam-bo,experience,vinh-long,measurement,"chậm"", ""suggested_duration"": ""30-60 phút"", ""role"": ""intangible_anchor"", ""coords_approximate"": true, ""price_range"": ""100.000–200.000 đ/người"", ""schema_type"": ""TouristAttraction"", ""sub_category"": ""craft-workshop""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://dantoc.vietnamtourism.gov.vn/vinh-long-suc-song-moi-cua-nghe-thuat-don-ca-tai-tu/
buoi-nam-roi-binh-minh,product,vinh-long,named_fact,"Bưởi Năm Roi Bình Minh Bưởi Năm Roi Bình Minh là đặc sản nổi tiếng của xã Mỹ Hòa, Bình Minh, tỉnh Vĩnh Long — được mệnh danh là \""nữ hoàng của các loại bưởi\"" với đặc điểm hình quả lê, vỏ mỏng dưới 15mm, múi vàng nhạt mọng nước, vị ngọt thanh hơi chua nhẹ v...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
buoi-nam-roi-binh-minh,product,vinh-long,named_fact,"Bưởi Năm Roi Bình Minh là đặc sản nổi tiếng của xã Mỹ Hòa, Bình Minh, tỉnh Vĩnh Long — được mệnh danh là \""nữ hoàng của các loại bưởi\"" với đặc điểm hình quả lê, vỏ mỏng dưới 15mm, múi vàng nhạt mọng nước, vị ngọt thanh hơi chua nhẹ và hầu như không hạt.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
buoi-nam-roi-binh-minh,product,vinh-long,year+named_fact+ocop,"Giống bưởi được công nhận Chỉ dẫn địa lý quốc gia từ ngày 2/7/2008 và là sản phẩm OCOP tiêu biểu của tỉnh Vĩnh Long, với tổng diện tích canh tác khoảng 1.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
buoi-nam-roi-binh-minh,product,vinh-long,season/date+named_fact,"{""season_note"": ""tháng 8–12"", ""where"": ""vườn Bình Minh, chợ trái cây"", ""address"": ""Xã Mỹ Hòa (cù lao Mỹ Hòa), thị xã Bình Minh, tỉnh Vĩnh Long (điểm bán: Nhà lồng chợ Mỹ Hòa, xã Mỹ Hòa, TX Bình Minh)"", ""best_time"": ""Quanh năm (nông dân đã làm chủ kỹ thuật đ...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
buoi-nam-roi-binh-minh,product,vinh-long,year+measurement+named_fact+ocop,"mùa tết Nguyên Đán thường có bưởi nghịch vụ đặc biệt được trồng để cung ứng thị trường dịp lễ"", ""key_facts"": [""Chỉ dẫn địa lý quốc gia được Cục Sở hữu trí tuệ cấp ngày 2/7/2008, vùng trồng tập trung tại xã Mỹ Hòa, TX Bình Minh, Vĩnh Long"", ""Tổng diện tích c...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
buoi-nam-roi-binh-minh,product,vinh-long,year+measurement+phone+named_fact+ocop,"có thể thu hoạch và mua quanh năm do nông dân đã làm chủ kỹ thuật điều chỉnh mùa vụ"", ""Nguồn gốc: giống bưởi do ông Trần Văn Bưởi (1918–1990) người làng Mái Dầm tìm được khi vớt trái lạ trên sông, sau đó nhân giống từ xã Phú Hữu lan ra toàn vùng ĐBSCL""], ""p...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nienlich.vn/tin-tuc/nien-lich-thanh-tuu-don-vi/vietkings-topplus-buoi-nam-roi-binh-minh-vinh-long-hanh-trinh-tim-kiem-va-de-cu-top-100-trai-cay-dac-san-cua-34-tinh-thanh-viet-nam-p-86
dinh-an-hoi,history,ben-tre,year+named_fact,"Đình An Hội Sắc phong Thiệu Trị ngũ niên (1846), do Huỳnh Văn Sắc — quan chức triều Nguyễn — sáng lập.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,measurement+named_fact,"Khuôn viên 1.150m², xây dựng 121m², kiến trúc hình chữ Nhất, nhà xuyên trính 3 gian 2 chái, gỗ quý ghép mộng không dùng đinh, mái ngói âm dương bốn góc vươn cao như mũi thuyền.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,year,"Thờ 3 vị Thành hoàng Bổn cảnh từ 3 làng gốc (An Đức, Mỹ Hóa, Phú Khương — hợp nhất thành An Hội năm 1882).",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,year+named_fact,"Đình An Hội, sắc phong Thiệu Trị ngũ niên (1846), do Huỳnh Văn Sắc — quan chức triều Nguyễn — sáng lập.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,measurement+named_fact,"Khuôn viên 1.150m², xây dựng 121m², kiến trúc hình chữ Nhất, nhà xuyên trính 3 gian 2 chái, gỗ quý ghép mộng không dùng đinh, mái ngói âm dương bốn góc vươn cao như mũi thuyền.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,year,"Thờ 3 vị Thành hoàng Bổn cảnh từ 3 làng gốc (An Đức, Mỹ Hóa, Phú Khương — hợp nhất thành An Hội năm 1882).",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,year+hours+named_fact,"{""address"": ""Đường Nguyễn Đình Chiểu, Phường 2 (phường An Hội), Thành phố Bến Tre"", ""heritage_level"": ""Di tích lịch sử - văn hóa cấp tỉnh"", ""heritage_decision"": ""QĐ 2253/QĐ-UBND, 11/11/2014"", ""founder"": ""Huỳnh Văn Sắc — quan chức triều đình Nguyễn cử đến là...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,named_fact,"Gần vòng xoay An Hội, đối diện công viên, dễ tìm.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
dinh-an-hoi,history,ben-tre,year+measurement+phone+named_fact,"Vào cửa miễn phí."", ""key_facts"": ""Sắc phong 1846 đời Thiệu Trị | Khuôn viên 1.150m² | Kiến trúc chữ Nhất | Gỗ mộng không đinh | Miễn phí"", ""research_sources"": ""mia.vn, mytour.vn, didodidays.com, bentretourism.vn, Báo Đồng Khởi, GPT-5.5 (cross-verified)"", ""r...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://mia.vn/cam-nang-du-lich/tham-quan-dinh-an-hoi-ben-tre-voi-lich-su-hon-tram-nam-tuoi-10432
khu-di-tich-dong-khoi,history,ben-tre,year+season/date+named_fact,"Khu di tích Đồng Khởi Đêm 17 tháng 1 năm 1960, tiếng súng vang lên ở xã Định Thủy — và từ đây, ngọn lửa Đồng Khởi bùng cháy lan khắp miền Nam, viết nên một trang sử bi tráng của dân tộc.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,year+season/date+named_fact,"Đêm 17 tháng 1 năm 1960, tiếng súng vang lên ở xã Định Thủy — và từ đây, ngọn lửa Đồng Khởi bùng cháy lan khắp miền Nam, viết nên một trang sử bi tráng của dân tộc.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,named_fact,Khu di tích Đồng Khởi tôn vinh người phụ nữ huyền thoại Nguyễn Thị Định và những người dân Bến Tre bình thường đã dám đứng dậy.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,measurement+named_fact,"Cách thành phố Bến Tre 24km, nơi đây không chỉ là bảo tàng — đó là mảnh đất còn nguyên khí phách của cuộc khởi nghĩa.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,measurement+season/date+named_fact,"{""address"": ""Xã Định Thủy, tỉnh Vĩnh Long (cách trung tâm Thành phố Bến Tre ~24km)"", ""hours"": ""Không tìm được thông tin giờ mở cửa chính xác từ các nguồn công khai hiện tại"", ""admission"": ""Không tìm được thông tin giá vé tham quan chính xác (nhiều nguồn khô...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,year+measurement+season/date+phone+named_fact,"có thể ghé vào dịp lễ hội Đình Rắn (tháng 5 và tháng 11 âm lịch) để trải nghiệm văn hóa địa phương"", ""key_facts"": [""Di tích Quốc gia đặc biệt, được công nhận theo Quyết định 2499/QĐ-TTg ngày 22/12/2016"", ""Sự kiện Đồng Khởi nổ ra đêm 17/01/1960 tại xã Định T...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-di-tich-dong-khoi,history,ben-tre,year+phone+named_fact,"Đoàn lớn nên liên hệ trước để được hướng dẫn viên đón tiếp."", ""travel_tip"": ""Thuê xe máy từ thành phố Bến Tre để chủ động di chuyển và kết hợp tham quan vùng nông thôn Mỏ Cày Nam dọc đường."", ""highlight"": ""Nơi tiếng súng Đồng Khởi vang lên năm 1960 — địa ch...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nvsk.vnanet.vn/di-tich-lich-su-dong-khoi-ben-tre-1-33114.vna
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,year+named_fact,"Khu Lưu Niệm Thủ tướng Võ Văn Kiệt Khu Lưu Niệm Thủ tướng Chính phủ Võ Văn Kiệt tọa lạc tại số 10 đường Nam Kỳ Khởi Nghĩa, Vũng Liêm, tỉnh Vĩnh Long, được xây dựng năm 2010 và khánh thành năm 2012 để tri ân cố Thủ tướng Võ Văn Kiệt (1922–2008).",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,year+measurement+named_fact,"Khu lưu niệm rộng 1,7 ha gồm nhà trưng bày ""Vườn ông Sáu Dân"" (khai trương ngày 17/11/2022), khu thờ, nhà làm việc và không gian cảnh quan, trưng bày 8 chủ đề về cuộc đời và sự nghiệp cách mạng của ông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,year+named_fact,"Khu Lưu Niệm Thủ tướng Chính phủ Võ Văn Kiệt tọa lạc tại số 10 đường Nam Kỳ Khởi Nghĩa, Vũng Liêm, tỉnh Vĩnh Long, được xây dựng năm 2010 và khánh thành năm 2012 để tri ân cố Thủ tướng Võ Văn Kiệt (1922–2008).",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,year+measurement+named_fact,"Khu lưu niệm rộng 1,7 ha gồm nhà trưng bày ""Vườn ông Sáu Dân"" (khai trương ngày 17/11/2022), khu thờ, nhà làm việc và không gian cảnh quan, trưng bày 8 chủ đề về cuộc đời và sự nghiệp cách mạng của ông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,named_fact,"{""address"": ""Số 10, đường Nam Kỳ Khởi Nghĩa, khóm 2, thị trấn Vũng Liêm, tỉnh Vĩnh Long.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,hours+phone+named_fact,"Điện thoại: 02703 971 111"", ""hours"": ""7:30 – 17:00 hàng ngày (thời gian tham quan khoảng 60 phút)"", ""admission"": ""Miễn phí (đang được xem xét cập nhật theo thông tin từ vinhlongtourist.vn)"", ""best_time"": ""Sáng sớm (7:30–10:00) hoặc chiều mát (15:00–17:00) đ...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,year+measurement+named_fact,"tránh các ngày lễ lớn vì đông khách."", ""key_facts"": [""Diện tích 1,7 ha (16.410,5 m²), xây dựng 2010, khánh thành 2012 tại huyện Vũng Liêm, Vĩnh Long."", ""Được xếp hạng Di tích Lịch sử Quốc gia ngày 17/11/2022, nhân kỷ niệm 100 năm ngày sinh cố Thủ tướng Võ V...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,hours+phone,"mở cửa 7:30–17:00, miễn phí tham quan.""], ""phone"": ""02703971111"", ""booking_note"": ""Ban quản lý cung cấp thuyết minh viên và hướng dẫn dâng hương",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,phone+named_fact,"Nên liên hệ trước cho đoàn đông."", ""coords_approximate"": true, ""phone_note"": ""02703 971 111"", ""schema_type"": ""LandmarksOrHistoricalBuildings"", ""sub_category"": ""cultural-heritage""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://vinhlongtourist.vn/vi/detailnews/?t=khu-luu-niem-thu-tuong-chinh-phu-vo-van-kiet-net-dep-cua-que-huong-vung-liem&id=news_11862
lo-gach-mang-thit,attraction,vinh-long,measurement+named_fact,Lò gạch Mang Thít Hơn 3.000 lò gạch từng đỏ lửa suốt đêm ngày dọc 30km sông Cổ Chiên — đó là thời hoàng kim của 'Vương quốc đỏ' Mang Thít.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,measurement+named_fact,Hơn 3.000 lò gạch từng đỏ lửa suốt đêm ngày dọc 30km sông Cổ Chiên — đó là thời hoàng kim của 'Vương quốc đỏ' Mang Thít.,Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,named_fact,"Ngồi thuyền len lỏi qua những con rạch dưới chân lò gạch, ánh nắng chiều chiếu nghiêng qua ống khói — đây là cảnh sắc công nghiệp hoài cổ độc nhất vô nhị của miền Tây.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,year+season/date+hours+phone+named_fact,"{""address"": ""Huyện Mang Thít, tỉnh Vĩnh Long (trải dài qua các xã Mỹ Phước, Mỹ An, Nhơn Phú, Hòa Tịnh dọc sông Cổ Chiên)"", ""hours"": ""7:00–17:00 hằng ngày (làng nghề hoạt động tự do, không có giờ đóng cổng chính thức)"", ""admission"": ""Miễn phí vé vào cổng"", ""...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,measurement+named_fact,"hiện chỉ còn khoảng 61 cơ sở với 64 miệng lò đang hoạt động."", ""Khu vực trải dài hơn 30 km dọc sông Cổ Chiên và kênh Thầy Cai, thuộc địa bàn TP.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,named_fact,"Vĩnh Long, huyện Long Hồ và huyện Mang Thít."", ""Sản phẩm đặc trưng là gốm không men màu hồng tự nhiên, sau khi nung bề mặt ửng phấn trắng mịn — từng xuất khẩu sang thị trường châu Âu",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,year+measurement+named_fact,"lò nung cao 10-12 m, đốt bằng trấu."", ""Tỉnh Vĩnh Long đã phê duyệt quy hoạch 'Di sản đương đại Mang Thít' rộng 3.060 ha gồm 4 xã (Mỹ Phước, Mỹ An, Nhơn Phú, Hòa Tịnh), định hướng thành điểm du lịch di sản quốc tế đến 2045.""], ""booking_note"": ""Không cần đặt ...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,season/date+named_fact,"Di chuyển theo QL53 → DT903 → DT902 dọc sông Cổ Chiên."", ""season_note"": ""Mùa khô lò gạch hoạt động liên tục, khói lò đỏ rực tạo cảnh quan đặc trưng",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,season/date+hours+named_fact,"ánh sáng ban mai và chiều tà rất đẹp để chụp ảnh"", ""peak_event"": ""Tháng 12–2: mùa cao điểm sản xuất gạch trước Tết, màu đỏ gạch phơi trên bãi đẹp nhất"", ""travel_tip"": ""Thuê thuyền từ bến Mang Thít để đi theo đường sông — góc nhìn từ mặt nước cho thấy trọn v...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
lo-gach-mang-thit,attraction,vinh-long,named_fact,"sáng tạo"", ""suggested_duration"": ""Nửa ngày-1 ngày"", ""role"": ""core_anchor"", ""risk"": ""Cần quản trị an toàn công trình cũ, giao thông nội bộ, quyền lợi cộng đồng và tránh biến thành điểm check-in đơn thuần."", ""tour"": ""Ghép với An Bình, Bảo tàng Nông nghiệp, đư...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://2park.co/lo-gach-mang-thit-vinh-long/
cam-sanh-tam-binh,product,vinh-long,named_fact,"Cam sành Tam Bình Cam Sành Tam Bình là đặc sản nông nghiệp nổi tiếng của Tam Bình, tỉnh Vĩnh Long, được trồng chủ yếu tại vùng Gò Găng (xã Bình Ninh) và các xã Trà Côn, Tân Mỹ, Thuận Thới, Hựu Thành, Thới Hòa trên nền đất phù sa giàu dinh dưỡng ven sông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,named_fact,"Cam Sành Tam Bình là đặc sản nông nghiệp nổi tiếng của Tam Bình, tỉnh Vĩnh Long, được trồng chủ yếu tại vùng Gò Găng (xã Bình Ninh) và các xã Trà Côn, Tân Mỹ, Thuận Thới, Hựu Thành, Thới Hòa trên nền đất phù sa giàu dinh dưỡng ven sông.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,measurement+named_fact,"Quả cam có vỏ dày sần (3–5 mm), trọng lượng trung bình 275 g/trái, ruột vàng cam mọng nước, vị ngọt đậm xen chút chua nhẹ và ít hạt, được canh tác theo tiêu chuẩn VietGAP trên diện tích gần 40 ha.",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,season/date,"{""season_note"": ""tháng 11–2"", ""where"": ""vườn Tam Bình, chợ Vĩnh Long"", ""address"": ""Vùng Gò Găng, xã Bình Ninh, tỉnh Vĩnh Long (và các xã Trà Côn, Tân Mỹ, Thuận Thới, Hựu Thành, Thới Hòa cùng huyện)"", ""hours"": ""Nhà vườn mở cửa đón khách tham quan và mua trực...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,measurement+season/date+named_fact,"không có giờ tham quan cố định như điểm du lịch thông thường"", ""best_time"": ""Tháng 9–10 dương lịch (tháng 8–9 âm lịch) – mùa thu hoạch rộ, có thể trực tiếp trải nghiệm hái cam tại vườn"", ""key_facts"": [""Trồng tập trung tại vùng Gò Găng, xã Bình Ninh, huyện T...",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,year+measurement,"tổng diện tích toàn huyện đạt trên 2.971 ha vào năm 2007"", ""Vỏ dày 3–5 mm, trọng lượng trung bình 275 g/trái, ít hạt, ruột mọng nước – nhận diện khác biệt so với cam vùng khác"", ""Thương hiệu đăng ký độc quyền từ năm 2003",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,year+season/date,"giá bán khoảng 20.000–25.000 đồng/kg (2024–2025)"", ""Mùa thu hoạch rộ: tháng 8–9 âm lịch",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,measurement,"vườn 0,68 ha đạt gần 280 triệu đồng/vụ ở mùa thứ tư (năng suất ~15 tấn/1.000 cây)""], ""booking_note"": ""Nên liên hệ UBND huyện Tam Bình hoặc Vĩnh Long Tourist trước khi đến để được giới thiệu vườn tham quan cụ thể",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
cam-sanh-tam-binh,product,vinh-long,measurement,"trải nghiệm bao gồm bơi xuồng vào vườn và tự tay hái cam"", ""price_range"": ""15.000–35.000 đ/kg"", ""coords_approximate"": true, ""schema_type"": ""Product"", ""sub_category"": ""fruit""}",Y,ENTITY_FOUND_NOT_CLAIM_VERIFIED,https://nongsansachphuongnam.com/cam-sanh-tam-binh-vinh-long
san-chim-vam-ho,nature,ben-tre,measurement+hours,"thời điểm tốt nhất sáng sớm hoặc chiều sau 17:00)"", ""admission"": ""Vé vào cổng khoảng 30.000–50.000đ/người",Y,UNVERIFIED,
san-chim-vam-ho,nature,ben-tre,measurement,gói trọn gói (gồm bữa trưa + hoạt động) từ 350.000đ/người,Y,UNVERIFIED,
san-chim-vam-ho,nature,ben-tre,measurement+season/date,"thuê thuyền 100.000–150.000đ/giờ (tối đa 10 người)"", ""address"": ""Ấp Tân Quý, xã Tân Mỹ, tỉnh Vĩnh Long (cách Thành phố Bến Tre ~30km, cách Ba Tri ~15km)"", ""best_time"": ""Tháng 10 – tháng 4 năm sau (mùa chim về sinh sản)",Y,UNVERIFIED,
san-chim-vam-ho,nature,ben-tre,hours+phone+named_fact,"sáng sớm 5–7h hoặc chiều muộn sau 17:00"", ""phone"": ""+84903759744"", ""booking_note"": ""Nên đặt trước qua Nông trại Hải Vân (sanchimvamho.vn hoặc email havimexbt@gmail.com)",Y,UNVERIFIED,
san-chim-vam-ho,nature,ben-tre,measurement+season/date+hours+named_fact,"gói trọn gói từ 350.000đ/người bao gồm bữa trưa và các hoạt động trải nghiệm"", ""key_facts"": [""Khu sinh thái 67ha ven sông Ba Lai, lớn nhất tỉnh Bến Tre"", ""Hơn 40 loài chim về trú ngụ và sinh sản theo mùa"", ""Trải nghiệm nông nghiệp Nam Bộ: bắt cá, cầu khỉ, đ...",Y,UNVERIFIED,
san-chim-vam-ho,nature,ben-tre,phone,"học sinh"", ""suggested_duration"": ""Nửa ngày"", ""role"": ""eco_asset"", ""responsible_tips"": [""Tác động sinh cảnh chim/cò: Khoảng cách quan sát, hạn chế tiếng ồn/drone, hướng dẫn sinh thái""], ""phone_note"": ""+84 90 375 97 44"", ""schema_type"": ""NaturalFeature"", ""sub_...",Y,UNVERIFIED,
