entity_id,name,type,area,trust_score,verdict,claim_count,source_status,web_result,hallucination_flags,factual_errors,missing_source
ben-pha-dinh-khao-vinh-long,Bến Phà Đình Khao,facility,vinh-long,50,SUSPECT,9,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_9;web_match,0,Y
ben-pha-ham-luong-ben-tre,Bến phà Hàm Luông,facility,ben-tre,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
bi-cuon-ben-tre,Bì Cuốn Bến Tre,dish,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
bo-nuong-la-lot,Bò nướng lá lốt,dish,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
bo-to-ba-tri---cac-mon-bo,Bò Tơ Ba Tri - Các Món Bò,dish,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
bun-mam-mien-tay,Bún mắm miền Tây,dish,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
bun-nuoc-leo-co-tu-mo-cay-ben-tre,Bún nước lèo Cô Tư Mô Cày,restaurant,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
bun-nuoc-leo-huong-tra---pham-ngu-lao,Bún Nước Lèo Hương Trà - Phạm Ngũ Lão,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
bun-nuoc-leo-huong-tra-tra-vinh,Bún Nước Lèo Hương Trà,restaurant,tra-vinh,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
bun-nuoc-leo-tra-vinh-tai-vinh-long,Bún Nước Lèo Trà Vinh (tại Vĩnh Long),restaurant,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
bun-suong-ut-tam-tra-vinh,Bún Suông Út Tám,restaurant,tra-vinh,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
bun-thit-nuong-co-hanh-ben-tre,Bún thịt nướng Cô Hạnh,restaurant,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
buoi-nam-roi-binh-minh,Bưởi Năm Roi Bình Minh,product,vinh-long,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
ca-bong-kho-nuoc-dua,Cá Bống Kho Nước Dừa,dish,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ca-chay-tra-on-rim-kho,Cá cháy Trà Ôn rim/kho,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ca-coc-kho-nuoc-dua,Cá cóc kho nước dừa,dish,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
ca-keo-nuong-ong-say,Cá kèo nướng ống sậy,dish,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
ca-phe-bo-song-tra-vinh,Cà phê Bờ Sông Trà Vinh,cafe,tra-vinh,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
ca-phe-highland-vincom-vinh-long-vinh-long,Cà phê Highland – Vincom Vĩnh Long,cafe,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
ca-phe-nha-co-vinh-long-khu-nha-co-huynh-thuy-le-vinh-long,Cà phê Nhà Cổ Vĩnh Long (khu nhà cổ Huỳnh Thủy Lê),attraction,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
ca-phe-vuon-cau-khu-con-phung-con-phuoc-vinh-long,Cà phê Vườn Cau (khu Cồn Phụng – Cồn Phước),cafe,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
ca-phe-xua-tra-vinh,Cà phê Xưa - Trà Vinh,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ca-tai-tuong-chien-xu,Cá tai tượng chiên xù,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
cafe-de-paris---pham-ngu-lao,Cafe De Paris - Phạm Ngũ Lão,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
canh-chua-ca-linh,Canh chua cá linh bông điên điển,dish,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
cat-tuong---the-coffee-house,Cát Tường - The Coffee House,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
cha-gio-chay,Chả giò chay,dish,tra-vinh,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chao-am-ba-nam-tra-vinh,Cháo Ám Bà Năm,restaurant,tra-vinh,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
chao-ca-loc-rau-dang,Cháo cá lóc rau đắng,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chao-cua-dong,Cháo Cua Đồng,dish,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
che-ba-cam-khu-vuc-cho-ben-tre-ben-tre,Chè bà Cẩm (khu vực chợ Bến Tre),cafe,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
che-khuc-bach-khu-dem-vinh-long-cho-dem-phuong-1-vinh-long,Chè Khúc Bạch – khu đêm Vĩnh Long (chợ đêm phường 1),cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
cheo-xuong-ba-la,Chèo xuồng ba lá,experience,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
cho-ben-tre-cho-trung-tam-ben-tre,Chợ Bến Tre (chợ trung tâm),attraction,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
cho-dem-tra-vinh-pho-di-bo-hung-vuong-tra-vinh,Chợ đêm Trà Vinh (Phố đi bộ Hùng Vương),attraction,tra-vinh,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
cho-noi-tra-on,Đi chợ nổi Trà Ôn lúc rạng sáng,experience,vinh-long,50,SUSPECT,13,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_13;web_match,0,Y
cho-noi-tra-on-trai-nghiem-thuyen-hoa-qua,Chợ Nổi Trà Ôn – Trải nghiệm thuyền hoa quả,itinerary,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
chom-chom-an-binh,Chôm chôm cù lao An Bình,product,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
chua-giac-thien-vinh-long,Chùa Giác Thiên (Chùa Gò Công Vĩnh Long),attraction,vinh-long,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
chua-khmer-lang-cat-ben-tre,Chùa Khmer Láng Cát (Mỏ Cày Bắc),attraction,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chua-long-thanh-ben-tre,Chùa Long Thạnh (Giồng Trôm),attraction,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chua-ong-vinh-long,Chùa Ông (Miếu Quan Đế - Vĩnh Long),attraction,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
chua-phat-ngoc-xa-loi,Chùa Phật Ngọc Xá Lợi,attraction,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chua-tuyen-linh-ben-tre,Chùa Tuyên Linh (Bến Tre),attraction,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
chuoi-dap-nuoc-cot-dua,Chuối Đập Nước Cốt Dừa,dish,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
chuot-dua-hap-com,Chuột Dừa Hấp Cơm,dish,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
co-diem---banh-canh-vit-bot-xat,Cô Diễm - Bánh Canh Vịt Bột Xắt,dish,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
co-so-keo-dua-thanh-long-ben-tre,Cơ sở Kẹo Dừa Thanh Long,attraction,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
coc-cafe---pham-ngu-lao,Coc Cafe - Phạm Ngũ Lão,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
com-chay-au-lac-vinh-long,Cơm Chay Âu Lạc,dish,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
com-dua-com-trai-dua,Cơm Dừa (Cơm Trái Dừa),dish,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
com-ga-bong-viet,Cơm Gà Bông Việt,dish,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
com-tam-9-trieu-ben-tre,Cơm Tấm 9 Triệu,restaurant,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
com-tam-co-muoi-ben-tre,Cơm Tấm Cô Mười,restaurant,ben-tre,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
com-tam-kim-ngan-ben-tre,Cơm Tấm Kim Ngân,restaurant,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
cua-hang-dac-san-dua-ben-tre-cong-ty-tnhh-dong-a-ben-tre,Cửa hàng Đặc Sản Dừa Bến Tre - Công ty TNHH Đông Á,attraction,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
cua-hang-dac-san-mien-tay-tra-vinh-tra-vinh,Cửa hàng Đặc sản Miền Tây Trà Vinh,attraction,tra-vinh,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
cua-hang-ocop-tinh-ben-tre-trung-tam-xuc-tien-dau-tu-ho-tro-doanh-nghiep-ben-tre,Cửa hàng OCOP tỉnh Bến Tre (Trung tâm Xúc tiến Đầu tư & Hỗ trợ Doanh nghiệp),attraction,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
cua-hang-ocop-tra-vinh-trung-tam-xuc-tien-thuong-mai-tinh-tra-vinh,Cửa hàng OCOP Trà Vinh (Trung tâm Xúc tiến Thương mại tỉnh),attraction,tra-vinh,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
dap-xe-cu-lao,Đạp xe cù lao,experience,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
de-nhat-lau-ca-keo---quan-an-gia-dinh,Đệ Nhất Lẩu Cá Kèo - Quán Ăn Gia Đình,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
di-cho-dem-vinh-long,Đi chợ đêm Vĩnh Long,experience,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
di-tich-lich-su-ben-tiep-nhan-vu-khi-con-tau,Di tích lịch sử Bến tiếp nhận vũ khí Cồn Tàu,history,tra-vinh,50,SUSPECT,4,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_12;approximate_coordinates;missing_images;unverified_claims_4;mentions_outside_area:hcm;web_match,0,Y
dimsum-quan-nhat---am-thuc-trung-hoa,Dimsum Quận Nhất - Ẩm Thực Trung Hoa,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
dinh-phu-le-ben-tre,Đình Phú Lễ (Ba Tri),attraction,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
dinh-tan-giai-vinh-long,Đình Tân Giai (Đình thần Long Thanh),attraction,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
duc-thanh-2---quan-lau-de,Đức Thanh 2 - Quán Lẩu Dê,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
duong-ho-chi-minh-tren-bien-ben-xuat-phat-thanh-phong,Đường Hồ Chí Minh trên biển - Bến xuất phát Thạnh Phong,history,ben-tre,50,SUSPECT,3,SELF_ONLY,MATCH,self_reference_only;coordinate_cluster_10;approximate_coordinates;missing_images;unverified_claims_3;mentions_outside_area:hcm;web_match,0,Y
festival-gach-gom-do-kinh-te-xanh-tinh-vinh-long-vinh-long,Festival Gạch Gốm Đỏ – Kinh tế Xanh tỉnh Vĩnh Long,event,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
full-house-coffee,Full House Coffee,cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
ga-hap-ruou,Gà hấp rượu,dish,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
gazebo-cafe,Gazebo Cafe,cafe,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
giai-dua-ghe-ngo-truyen-thong-tinh-ben-tre-ben-tre,Giải Đua Ghe Ngo truyền thống tỉnh Bến Tre,event,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
giai-marathon-ben-tre-xu-dua-ben-tre,Giải Marathon Bến Tre - Xứ Dừa,event,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
giai-vo-dich-xe-dap-tinh-vinh-long-mo-rong-vinh-long,Giải Vô địch Xe đạp Tỉnh Vĩnh Long Mở rộng,event,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
goi-cu-hu-dua-tom-thit,Gỏi Củ Hủ Dừa Tôm Thịt,dish,ben-tre,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
goi-cuon-tom-thit-ba-hai-chau-thanh-ben-tre,Gỏi cuốn tôm thịt Bà Hai Châu Thành,attraction,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
green-coffee---tran-dai-nghia,Green Coffee - Trần Đại Nghĩa,cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
hang-banh-uot-co-lan-cho-ba-tri-ben-tre,Hàng bánh ướt Cô Lan (chợ Ba Tri),restaurant,ben-tre,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
hoc-lam-banh-trang,Học làm bánh tráng,experience,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
hoi-cho-dac-san-vung-mien-khu-vuc-dbscl-vinh-long-vinh-long,Hội chợ Đặc sản Vùng miền khu vực ĐBSCL – Vĩnh Long,event,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
hoi-cho-thuong-mai-du-lich-ben-tre-ben-tre,Hội chợ Thương mại - Du lịch Bến Tre,event,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
hoi-thi-san-pham-ocop-va-dac-san-ben-tre-ben-tre,Hội thi Sản phẩm OCOP và Đặc sản Bến Tre,event,ben-tre,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
hot-pot-72---quan-lau,Hot Pot 72 - Quán Lẩu,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
htx-cam-sanh-tra-on,HTX cam sành Trà Ôn,craft_village,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
hu-tieu-chu-hien-ben-tre,Hủ tiếu Chú Hiền,restaurant,ben-tre,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
hu-tieu-nam-vang-99-vinh-long,Hủ Tiếu Nam Vang 99,restaurant,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
hu-tieu-nam-vang-ba-nam-ben-tre,Hủ tiếu Nam Vang Bà Năm,restaurant,ben-tre,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
hu-tieu-xi-quach-a-linh---le-loi,Hủ Tiếu Xí Quách A Linh - Lê Lợi,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
hu-tieu-xua-va-nay-vinh-long,Hủ Tiếu Xưa và Nay,restaurant,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
jollibee---coopmart-tra-vinh,Jollibee - CoopMart Trà Vinh,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
kafe-home,Kafé Home,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
kem-dat-vinh-long-khu-cau-lau-vinh-long,Kem Đất Vĩnh Long (khu Cầu Lầu),cafe,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
kenh-cho-lach-ben-tre,Kênh Chợ Lách,nature,ben-tre,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
kenh-thay-cai-vinh-long,Kênh Thầy Cai,nature,vinh-long,50,SUSPECT,8,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_8;web_match,0,Y
kenh-tra-on-vinh-long,Kênh Trà Ôn,nature,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
keo-me-mang-cau,Kẹo Me Mãng Cầu,product,ben-tre,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
khach-san-binh-minh,Khách sạn Bình Minh,accommodation,vinh-long,50,SUSPECT,1,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_1;web_match,0,Y
khuc-ban-chieu,Khúc Ban Chiều,restaurant,tra-vinh,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_74;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
lang-gach-gom-mang-thit,Làng nghề gạch gốm Mang Thít,craft_village,vinh-long,50,SUSPECT,6,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_6;web_match,0,Y
lang-nghe-banh-trang-my-long,Làng nghề bánh tráng Mỹ Lồng - điểm tham quan,attraction,ben-tre,50,SUSPECT,0,NO_URL,MATCH,explicit_llm_source;llm_fingerprint;approximate_coordinates;missing_images;web_match,0,Y
lang-nghe-thu-cong-my-nghe-luc-binh-my-an-vinh-long,Làng nghề thủ công mỹ nghệ lục bình Mỹ An,craft_village,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
lau-cua-dong,Lẩu cua đồng,restaurant,vinh-long,50,SUSPECT,5,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_5;web_match,0,Y
lau-mam-mien-tay,Lẩu mắm miền Tây,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
le-hoi-ba-chua-xu,Lễ hội Bà Chúa Xứ,event,tra-vinh,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_53;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
mai-bingsu---vincom-plaza-vinh-long,Mai Bingsu - Vincom Plaza Vĩnh Long,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_89;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mai-la---quan-nuong-ngoi,Mái Lá - Quán Nướng Ngói,restaurant,vinh-long,50,SUSPECT,3,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_3;web_match,0,Y
mam-chung-chuoi-dap,Mắm chưng chuối đập,dish,vinh-long,50,SUSPECT,2,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_2;web_match,0,Y
mi-tau-dinh-phong-vinh-long,Mì Tàu Đỉnh Phong,attraction,vinh-long,50,SUSPECT,4,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_4;web_match,0,Y
mieu-ba-chua-xu-my-hoa-ben-tre,Miếu Bà Chúa Xứ Mỹ Hóa (TP. Bến Tre),attraction,ben-tre,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_80;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
mieu-ba-chua-xu-vinh-long-vinh-long,Miếu Bà Chúa Xứ Vĩnh Long (Miếu Bà Thủ Thiện),attraction,vinh-long,50,SUSPECT,7,NO_URL,MATCH,source_without_url;large_coordinate_cluster_255;approximate_coordinates;missing_images;unverified_claims_7;web_match,0,Y
