entity_id,type,area,url,domain,tier,status,explicit_llm
xa-tuong-loc,history,vinh-long,https://dulichbinhminh.com/nha-co-tran-dai-nghia-vinh-long,dulichbinhminh.com,OTHER,INDEPENDENT,N
den-tho-bac-ho,history,vinh-long,https://blog.vexere.com/dia-diem-du-lich-tra-vinh/,blog.vexere.com,TIER3,INDEPENDENT,N
co-opmart-vinh-long-vinh-long,facility,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ben-xe-ben-tre-trung-tam-ben-tre,facility,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
vietcombank-chi-nhanh-vinh-long-vinh-long,facility,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bao-tang-tinh-vinh-long,history,vinh-long,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
hoi-cho-xuc-tien-thuong-mai-du-lich-vinh-long-dip-tet-nguyen-dan-vinh-long,event,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
phan-thanh-gian,person,vinh-long,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
tong-phuoc-hiep,person,vinh-long,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
thoai-ngoc-hau,person,vinh-long,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
somo-farm-cuu-long,accommodation,vinh-long,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
homestay-con-ba-tu,accommodation,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
van-trang-hotel,accommodation,vinh-long,https://www.bluepillow.co.uk/vietnam/vinh-long,bluepillow.co.uk,OTHER,INDEPENDENT,N
khach-san-hoang-khiem,accommodation,vinh-long,https://www.bluepillow.co.uk/vietnam/vinh-long,bluepillow.co.uk,OTHER,INDEPENDENT,N
lo-lem-homestay,accommodation,vinh-long,https://www.bluepillow.co.uk/vietnam/vinh-long,bluepillow.co.uk,OTHER,INDEPENDENT,N
tra-vinh-palace-hotel,accommodation,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hotel-phuoc-thinh,accommodation,vinh-long,https://www.bluepillow.co.uk/vietnam/vinh-long,bluepillow.co.uk,OTHER,INDEPENDENT,N
khach-san-diamond-stars,accommodation,ben-tre,https://vinhlong.gov.vn/du-khach/khach-san-nha-nghi,vinhlong.gov.vn,TIER1,INDEPENDENT,N
ben-tre-tong-tai-romantic-2day-001,itinerary,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ben-xe-mien-tay-hcm,facility,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
cua-hang-viettel-store-trung-nu-vuong-vinh-long,facility,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-keo-dua-phuong-7-ben-tre,craft_village,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
khu-di-tich-nguyen-dinh-chieu,history,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,Y
khu-di-tich-nguyen-dinh-chieu,history,ben-tre,https://www.langthangvinhlong.vn/danh-nhân-lịch-sử,langthangvinhlong.vn,TIER3,INDEPENDENT,Y
bao-tang-dua-sap-tra-vinh,attraction,tra-vinh,https://vinhlongtourist.vn/vi/bao-tang-dua-sap-tra-vinh,vinhlongtourist.vn,OTHER,INDEPENDENT,N
con-thanh-long-mo-cay-nam,attraction,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
cho-dem-ben-tre,attraction,ben-tre,https://vinhlong.gov.vn/du-khach/%C4%91ia-%C4%91iem-mua-sam,vinhlong.gov.vn,TIER1,INDEPENDENT,N
banh-canh-ben-co-tra-vinh,dish,tra-vinh,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
lang-dan-lat-duc-my-cang-long,craft_village,tra-vinh,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
bien-con-bung-thanh-phu,nature,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
bung-lac-dia,history,ben-tre,https://baodongkhoi.vn/,baodongkhoi.vn,TIER2,INDEPENDENT,N
banh-xeo-oc-gao-phu-da,dish,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
nhan-an-binh-tam-binh,product,vinh-long,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
huyen-tam-binh,history,vinh-long,https://dulichbinhminh.com/nha-co-tran-dai-nghia-vinh-long,dulichbinhminh.com,OTHER,INDEPENDENT,N
bun-nuoc-leo-tra-vinh,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
chua-co-chua-nodol-chua-phno-don,attraction,tra-vinh,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
tranh-dua-op-nia-tre-cocohand,product,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
mut-dua-sap-cam-hang,product,tra-vinh,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
dua-sap-cau-ke-dac-san-ben-tre,product,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
thach-boi,person,tra-vinh,https://dantoc.vietnamtourism.gov.vn/bao-ton-phat-huy-ban-sac-van-hoa-dan-toc-khmer-tra-vinh/,dantoc.vietnamtourism.gov.vn,TIER1,INDEPENDENT,N
chua-ba-thien-hau-tra-vinh,attraction,tra-vinh,https://blog.vexere.com/dia-diem-du-lich-tra-vinh/,blog.vexere.com,TIER3,INDEPENDENT,N
lang-van-hoa-du-lich-khmer-tra-vinh,attraction,tra-vinh,https://www.youtube.com/watch?v=V8dvui8Klcw,youtube.com,OTHER,INDEPENDENT,N
thanh-duong-giao-xu-mac-bac,attraction,tra-vinh,https://blog.vexere.com/dia-diem-du-lich-tra-vinh/,blog.vexere.com,TIER3,INDEPENDENT,N
lang-nghe-dan-gio-cong-dua-hung-phong,craft_village,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
tuyen-xe-buyt-noi-tinh-tra-vinh-cac-tuyen-tp-tra-vinh-di-huyen-tra-vinh,facility,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-du-kich-dong-khoi,history,ben-tre,https://baovinhlong.com.vn/xa-hoi/du-lich/,baovinhlong.com.vn,TIER2,INDEPENDENT,N
chua-tuyen-linh-mo-cay-nam,history,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
dinh-trieu-quoc-dat-mieu-tho-trieu-minh-cong,history,tra-vinh,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
nha-co-cau-ke,history,tra-vinh,https://blog.vexere.com/dia-diem-du-lich-tra-vinh/,blog.vexere.com,TIER3,INDEPENDENT,N
co-opmart-ben-tre-ben-tre,facility,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
nuoc-mam-ruoi-long-vinh,product,tra-vinh,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
keo-dua-ben-tre,product,ben-tre,https://mia.vn/cam-nang-du-lich/top-dac-san-mien-tay-13979,mia.vn,TIER3,INDEPENDENT,N
p-tra-vinh,place,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
p-vung-liem,place,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
cho-thanh-phu,attraction,ben-tre,https://vinhlong.gov.vn/du-khach/%C4%91ia-%C4%91iem-mua-sam,vinhlong.gov.vn,TIER1,INDEPENDENT,N
hoa-cuc-mam-xoi-long-thoi,product,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
san-pham-dua-ocop-beinco,product,ben-tre,https://vinhlong360.vn/,vinhlong360.vn,SELF,SELF,N
itinerary-tuan-trang-mat-mien-tay-4n3d,itinerary,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-banh-trang-my-long,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-ong-tien-quan-thong-che-dieu-bat-tuong-quan-nguyen-van-,event,vinh-long,https://nongthon.vietnamtourism.gov.vn/vinh-long-tra-on-diem-sang-phat-trien-du-lich-sinh-thai-miet-vuon/,nongthon.vietnamtourism.gov.vn,TIER1,INDEPENDENT,N
cho-noi-tra-on,experience,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
cu-lao-an-binh,nature,vinh-long,https://2park.co/cu-lao-an-binh-vinh-long/,2park.co,OTHER,INDEPENDENT,N
cu-lao-dai-vung-liem,nature,vinh-long,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
van-thanh-mieu,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-nghe-tau-hu-ky-my-hoa,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
bao-tang-van-hoa-dan-toc-khmer,attraction,tra-vinh,https://dantoc.vietnamtourism.gov.vn/bao-ton-phat-huy-ban-sac-van-hoa-dan-toc-khmer-tra-vinh/,dantoc.vietnamtourism.gov.vn,TIER1,INDEPENDENT,N
chua-phuoc-hau-ngai-tu,attraction,vinh-long,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
don-ca-tai-tu-nam-bo,experience,vinh-long,https://vinhlong.gov.vn/du-khach/đon-ca-tai-tu,vinhlong.gov.vn,TIER1,INDEPENDENT,N
buoi-nam-roi-binh-minh,product,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
dinh-an-hoi,history,ben-tre,https://bentretourism.vn/vi/dinhanhoi,bentretourism.vn,TIER2,INDEPENDENT,N
dinh-an-hoi,history,ben-tre,https://maps.app.goo.gl/H79AmfqVEoX6bbw27,maps.app.goo.gl,OTHER,INDEPENDENT,N
khu-di-tich-dong-khoi,history,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
khu-luu-niem-thu-tuong-vo-van-kiet,history,vinh-long,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
lo-gach-mang-thit,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cam-sanh-tam-binh,product,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
san-chim-vam-ho,nature,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
buoi-da-xanh,product,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-hoa-kieng-cai-mon-cho-lach,craft_village,ben-tre,https://mytour.vn/,mytour.vn,TIER3,INDEPENDENT,N
keo-dua-mo-cay-dish,dish,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
banh-nhat-ngoc,product,vinh-long,https://vinhlongtourist.vn,vinhlongtourist.vn,OTHER,INDEPENDENT,N
bun-suong,dish,tra-vinh,http://www.shopyte.com.vn/2016/03/bun-suong-ac-san-tra-vinh-thom-ngon.html,shopyte.com.vn,OTHER,INDEPENDENT,N
nha-dua-cocohome,accommodation,ben-tre,https://vinhlongtourist.vn/vi/nha-dua-cocohome,vinhlongtourist.vn,OTHER,INDEPENDENT,N
itinerary-vl-bt-tv-3d3t-giadinh,itinerary,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ocop-tour-3-tinh-mua-sam,itinerary,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
backpacker-mien-tay-3ngay-500k,itinerary,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
itinerary-lang-nghe-vong-quanh,itinerary,,,,NO_URL,NO_INDEPENDENT_SOURCE,N
xa-hau-loc,place,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
xa-thanh-phong,place,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
catimo-coffee,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ngua-hoang-food-beer,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
robusta-cafe---tran-dai-nghia,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
vys-house-drinks-tea---2-thang-9,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
robusta-koi-garden,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ma-van-tai-quan---pham-thai-buong,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lu-lu---cake-drink,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
khoi---lau-nuong,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
green-coffee---tran-dai-nghia,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lau-tai-co,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
chao-ech-tran-nam,dish,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
kimchi-kimchi---mi-cay-han-quoc,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
yogurt-dua---ba-muoi-thang-tu,dish,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
xom-nuong-que-nha,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
dang-ga---cac-mon-ga-ta,dish,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lau-bo,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
panda-purple-cafe,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
yolo-coffee,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
xoi-man-69---hung-dao-vuong,dish,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
yogurt-garden,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
mi-cay-vinh-long,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
son-hao---hai-san,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tau-hu-nong,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
pho-nuong-bien-dong---pham-thai-buong,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
sup-khuyet-tat,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
snowy---kem-cafe,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hu-tieu---sui-cao,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
mai-la---quan-nuong-ngoi,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
re-tranhcom---2-thang-9,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
co-dai---sinh-to-giai-khat,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
chuoi-nuong-gia-truyen,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
coi-xua-cafe---pham-thai-buong,cafe,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
kafe-home,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hot-pot-72---quan-lau,restaurant,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
kagon---mi-cay-han-quoc-7-cap-do,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ninh-kieu-5---quoc-lo-60,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
caffe-takeaway---tan-ke,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ut-an---vuon-am-thuc,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
am-thuc-chay-ta-on---duong-so-2,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
banh-flan-14,dish,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-van-coffee,cafe,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
anns-coffee,cafe,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ixigo-coffee,cafe,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lang-be---am-thuc-du-lich-sinh-thai,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
kem-xoi-dua---khu-sao-mai,dish,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
co-diem---banh-canh-vit-bot-xat,dish,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
quan-71---am-thuc-chay-xoi-che,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
nha-hang-lang-chai,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
song-nuoc-mien-tay-restaurant---am-thuc-mien-tay,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ola-tea-house,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
neyu-tea---thi-tran-giong-trom,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tiem-ba-khoang,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ba-ba---banh-flan,dish,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
the-hotpot---lau-1-nguoi,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
lemais---coffee-tea,cafe,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
nam-son,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hoa-su-coffee,cafe,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
pho-lu-hai,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hu-tieu-chay,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ben-dua-quan---lau-ga-noi,restaurant,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,N
1983-coffee-pizza,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
jollibee---coopmart-tra-vinh,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
khu-du-lich-sinh-thai-deja-vu-huynh-kha,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
3-mien-tra-vinh---bun-dau-mam-tom,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
cat-tuong---the-coffee-house,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
cafe-de-paris---pham-ngu-lao,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
1985-cafe,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
hu-tieu-xi-quach-a-linh---le-loi,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bun-bo-hue-19,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bun-rieu-cua-thao-my,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
dimsum-quan-nhat---am-thuc-trung-hoa,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
khuc-ban-chieu,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
deja-vu-cafe,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
coc-cafe---pham-ngu-lao,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ct-quan---mon-nuong-coffee,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
deja-huynh-kha-coffee,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
king-beer-garden,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
mandi-cafe,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ohana-milktea-coffee,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
choosa-damour---coffee-flowers,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
uyen-uong---nha-hang-tiec-cuoi,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tau-hu-ngon-lanh,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
pizza-house---vanh-dai,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
banh-xeo-long-binh-2,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bun-nuoc-leo---ly-thuong-kiet,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
banh-tet-tra-cuon-co-huong,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tra-sua-baam-cha,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bun-nuoc-leo-huong-tra---pham-ngu-lao,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tra-sua-huy,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
pho-xanh-garden-coffee,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
quan-tuyet---com-ca-ri-ga,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
de-nhat-lau-ca-keo---quan-an-gia-dinh,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
banh-cuon-nong---tran-quoc-tuan,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
monkey-tea---tra-sua-coffee,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
com-ga-bong-viet,dish,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
chau-dong-quan---am-thuc-viet,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
tra-sua-rom-149,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
bun-nuoc-leo-hem-ly-thuong-kiet,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
duc-thanh-2---quan-lau-de,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ut-ngan-quan---dui-cuu-nuong,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
rang-bien-2---quan-nhau-binh-dan,restaurant,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
gazebo-cafe,cafe,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,N
ao-ba-om-ao-vuong,history,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
somo-farm-cuu-long-mang-thit,experience,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,N
dac-san-mam-bo-hoc-tra-cuon,craft_village,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
vung-buoi-da-xanh-chau-thanh,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
khu-du-lich-truong-huy,nature,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
ho-truc-giang,nature,ben-tre,https://bazantravel.com/ho-truc-giang-ben-tre/,bazantravel.com,OTHER,INDEPENDENT,N
ho-truc-giang,nature,ben-tre,https://maps.app.goo.gl/H79AmfqVEoX6bbw27,maps.app.goo.gl,OTHER,INDEPENDENT,N
cong-vien-an-hoi,attraction,ben-tre,https://buulong.com.vn/cong-vien-an-hoi-ben-tre.html,buulong.com.vn,OTHER,INDEPENDENT,N
cong-vien-an-hoi,attraction,ben-tre,https://maps.app.goo.gl/H79AmfqVEoX6bbw27,maps.app.goo.gl,OTHER,INDEPENDENT,N
con-phu-da,nature,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cang-ca-binh-thang,attraction,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
bien-con-bung,nature,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cho-ben-tre,experience,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cong-vien-giong-trom,attraction,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cu-lao-dai,nature,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
con-oc,nature,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
con-tien,nature,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
chua-tuyen-linh,history,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
chua-hang-kompong-chray,history,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
con-ho,nature,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
rung-ngap-man-long-khanh,attraction,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-det-chieu-ca-hom-ben-ba,craft_village,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-banh-tet-tra-cuon,craft_village,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-banh-phong-son-doc,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-dan-dat-phuoc-tuy,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-det-chieu-an-hiep,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
lang-nghe-san-xuat-chi-xo-dua-an-thanh,craft_village,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
that-phu-mieu-chua-ong-vinh-long,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
nha-tho-chanh-toa-vinh-long,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cau-can-tho,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cho-cai-von,attraction,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
cu-lao-my-hoa,nature,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
nha-xua-cai-cuong,nature,vinh-long,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
khu-du-lich-lan-vuong,attraction,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
khu-du-lich-lang-be,attraction,ben-tre,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
con-ngheu,nature,tra-vinh,,,NO_URL,NO_INDEPENDENT_SOURCE,Y
dinh-binh-phung,history,vinh-long,https://vinhlong.gov.vn/du-khach/di-tich-lich-su,vinhlong.gov.vn,TIER1,INDEPENDENT,N
dinh-long-ho,history,vinh-long,https://vinhlong.gov.vn/du-khach/di-tich-lich-su,vinhlong.gov.vn,TIER1,INDEPENDENT,N
don-ca-tai-tu-nam-bo-tai-vinh-long,attraction,vinh-long,https://vinhlong.gov.vn/du-khach/%C4%91on-ca-tai-tu,vinhlong.gov.vn,TIER1,INDEPENDENT,N
nhom-don-ca-tai-tu-bong-hong-vang,attraction,vinh-long,https://vinhlong.gov.vn/du-khach/%C4%91on-ca-tai-tu,vinhlong.gov.vn,TIER1,INDEPENDENT,N
trang-trai-vinh-sang,attraction,vinh-long,https://vinhlong.gov.vn/du-khach/%C4%91iem-du-lich,vinhlong.gov.vn,TIER1,INDEPENDENT,N
chua-kompongnigrodha,attraction,vinh-long,https://vinhlong.gov.vn/du-khach/%C4%91iem-du-lich,vinhlong.gov.vn,TIER1,INDEPENDENT,N
sieu-thi-coop-mart-vinh-long,attraction,vinh-long,https://vinhlong.gov.vn/du-khach/%C4%91ia-%C4%91iem-mua-sam,vinhlong.gov.vn,TIER1,INDEPENDENT,N
